user_id,pss_q1,pss_q2,pss_q3,pss_q4,pss_q5,pss_q6,pss_q7,pss_q8,pss_q9,pss_q10,total_pss,heart_rate,hrv_sdnn,sleep_hours,sleep_efficiency,physical_activity_min,work_hours,screen_time_hours,breaks_per_day,sentiment_score,anxiety_score,stress_level
USR-3346,3,0,3,4,1,2,2,2,1,0,16,72.1,69.5,6.7,77.4,39.0,6.5,5.9,3.0,-0.02,3.8,1
USR-3347,2,1,0,1,2,3,1,1,4,3,24,88.5,58.3,7.0,71.9,40.0,8.7,6.2,3.0,-0.14,7.6,2
USR-3348,3,2,2,1,1,3,4,2,4,3,25,85.4,53.4,6.9,63.6,33.0,10.4,8.7,4.0,0.08,7.6,2
USR-3349,0,3,3,4,2,1,2,3,0,3,15,73.8,65.2,6.3,74.7,42.0,7.5,4.7,3.0,0.1,5.9,1
USR-3350,3,3,3,2,1,3,2,2,3,3,27,89.1,53.5,5.9,71.6,37.0,11.4,8.0,2.0,-0.24,7.0,3
USR-3351,4,4,0,0,2,3,2,3,3,3,26,95.7,38.5,5.6,74.4,25.0,9.5,7.4,3.0,-0.2,6.3,3
USR-3352,3,2,4,1,1,3,1,2,2,1,26,76.9,47.8,6.9,75.0,35.0,10.3,4.4,3.0,-0.54,6.3,2
USR-3353,4,2,2,3,2,1,3,2,3,3,21,74.4,44.8,6.3,72.3,34.0,9.7,7.1,4.0,0.1,5.8,2
USR-3354,3,2,1,3,0,1,4,0,4,3,23,93.6,42.4,8.2,72.3,33.0,11.3,6.9,3.0,0.03,5.1,1
USR-3355,1,2,2,1,2,2,4,4,1,4,17,77.0,61.7,7.2,77.9,31.0,7.7,5.2,3.0,0.25,2.7,0
USR-3356,4,1,2,1,4,1,2,0,1,1,19,77.6,63.8,7.8,75.8,36.0,9.4,5.7,3.0,0.53,4.7,1
USR-3357,0,4,2,4,2,1,3,0,0,0,14,71.7,60.9,6.5,84.9,38.0,7.0,5.2,5.0,-0.08,4.0,0
USR-3358,2,4,0,3,4,3,2,3,2,3,18,81.8,70.7,6.9,72.0,53.0,10.8,6.6,3.0,-0.24,5.3,1
USR-3359,1,2,1,3,4,3,1,4,2,3,16,87.1,61.7,7.6,74.3,22.0,7.2,4.6,4.0,0.26,4.7,0
USR-3360,0,3,3,3,4,3,4,3,2,2,15,69.8,55.0,6.4,79.3,54.0,8.7,6.5,3.0,0.08,4.3,1
USR-3361,2,1,1,2,3,1,2,0,2,3,19,76.1,47.6,6.9,70.9,18.0,10.7,4.3,5.0,-0.17,6.0,1
USR-3362,2,2,1,3,3,4,2,1,3,0,19,74.9,64.4,7.7,68.2,45.0,7.4,3.6,4.0,-0.03,4.3,0
USR-3363,2,3,2,2,4,1,4,4,2,4,16,77.7,61.0,6.8,72.5,32.0,9.1,5.6,4.0,-0.0,3.9,0
USR-3364,3,2,2,1,0,3,1,3,2,1,24,87.1,55.4,5.7,72.8,40.0,8.4,7.3,4.0,0.22,7.8,3
USR-3365,0,4,3,3,2,4,3,3,3,0,19,84.7,35.0,8.3,80.9,37.0,11.6,5.2,3.0,0.48,2.5,1
USR-3366,1,3,2,2,4,3,4,1,4,0,18,79.6,59.5,6.0,81.8,23.0,6.4,3.0,4.0,-0.27,5.7,1
USR-3367,2,2,3,4,3,4,2,0,1,2,21,91.0,49.7,6.8,84.2,53.0,7.3,4.1,2.0,-0.33,5.9,2
USR-3368,2,3,3,2,4,3,0,0,2,0,23,77.3,40.1,5.9,75.3,43.0,8.1,6.3,2.0,-0.24,5.9,2
USR-3369,3,1,1,4,3,1,2,3,3,3,16,69.8,59.5,6.4,81.2,48.0,7.1,5.0,3.0,-0.02,5.1,1
USR-3370,3,2,1,4,4,1,1,0,0,4,18,83.1,66.2,7.5,77.2,32.0,9.3,6.5,2.0,-0.1,5.4,1
USR-3371,4,2,2,1,3,2,2,4,2,1,19,77.2,74.4,6.7,76.7,48.0,11.0,5.4,3.0,-0.01,3.9,1
USR-3372,3,2,2,3,3,0,3,1,2,3,18,68.9,59.4,7.2,88.9,24.0,10.1,4.5,3.0,-0.03,4.0,0
USR-3373,2,3,3,2,2,3,2,3,1,0,19,75.0,50.6,5.0,79.1,12.0,9.1,5.7,2.0,-0.24,4.7,1
USR-3374,3,2,3,4,4,1,2,1,1,2,17,76.2,52.6,7.4,81.0,22.0,8.6,6.1,3.0,-0.12,2.9,1
USR-3375,1,3,2,2,3,3,2,2,2,2,20,74.3,62.7,6.2,71.3,26.0,8.3,6.9,3.0,0.31,5.2,1
USR-3376,2,3,1,3,4,2,3,0,3,1,18,70.7,49.5,5.4,80.6,31.0,9.2,5.1,3.0,-0.01,5.3,1
USR-3377,3,2,1,2,3,2,4,3,4,3,19,75.6,61.2,8.3,81.0,33.0,8.6,5.4,3.0,-0.05,6.0,1
USR-3378,2,3,3,1,2,4,2,3,4,1,25,76.6,51.1,6.8,78.8,27.0,10.0,6.9,2.0,-0.45,6.4,2
USR-3379,3,1,2,1,0,1,3,0,0,4,23,83.3,52.7,6.7,77.9,26.0,8.6,5.1,3.0,-0.18,5.3,1
USR-3380,3,1,2,2,4,3,3,4,1,3,16,64.3,47.5,8.1,79.4,17.0,7.0,5.7,3.0,0.31,4.6,1
USR-3381,4,2,1,3,3,3,2,2,3,3,22,79.7,49.6,6.8,74.7,38.0,9.3,5.5,3.0,0.06,5.6,2
USR-3382,4,1,3,3,2,1,2,4,2,4,20,80.1,43.3,6.1,76.6,34.0,9.0,5.4,3.0,0.16,5.9,2
USR-3383,2,0,4,3,1,2,2,4,2,4,20,77.0,50.3,6.6,77.5,29.0,8.3,5.5,3.0,-0.24,5.2,1
USR-3384,2,3,1,2,3,2,3,4,1,2,15,78.6,68.6,6.6,87.1,60.0,7.3,5.0,3.0,-0.09,4.9,0
USR-3385,3,2,2,2,3,3,1,0,2,2,24,74.1,59.8,6.0,79.4,30.0,10.3,7.9,2.0,0.11,5.9,1
USR-3386,2,2,4,0,3,3,4,1,2,2,23,76.6,53.0,5.5,78.5,35.0,10.0,5.4,3.0,0.08,6.9,2
USR-3387,3,4,2,3,3,2,3,4,1,3,18,74.1,52.9,6.1,88.6,49.0,11.0,4.8,4.0,0.01,5.0,1
USR-3388,3,3,3,4,2,3,4,2,4,2,22,82.8,65.2,7.3,62.2,17.0,11.0,7.2,3.0,0.11,5.2,2
USR-3389,3,4,0,2,2,1,0,1,1,4,24,82.1,45.3,6.7,71.7,33.0,8.2,6.4,3.0,-0.36,5.8,2
USR-3390,2,1,3,0,0,3,2,3,4,1,25,92.6,39.7,5.9,73.2,41.0,9.5,6.9,2.0,-0.4,6.9,3
USR-3391,1,3,0,1,3,4,0,1,4,2,25,77.8,54.3,5.5,69.9,31.0,8.1,5.1,4.0,-0.47,5.3,2
USR-3392,2,4,4,3,0,4,1,3,2,2,27,76.7,49.9,5.8,67.1,14.0,7.8,6.6,2.0,-0.14,6.6,3
USR-3393,1,3,3,3,3,3,4,3,3,3,19,85.6,51.9,5.5,69.2,33.0,11.5,6.2,3.0,0.07,5.9,2
USR-3394,4,3,3,3,2,2,0,3,3,0,23,73.0,52.1,6.6,73.2,36.0,11.2,5.2,4.0,-0.19,6.3,2
USR-3395,2,2,3,1,2,4,2,1,1,2,24,84.4,53.5,7.2,78.5,8.0,8.8,6.6,2.0,-0.28,5.2,1
USR-3396,1,0,3,3,4,2,1,2,2,2,16,69.1,61.6,9.0,83.9,26.0,9.9,4.8,4.0,0.6,4.6,0
USR-3397,0,2,2,3,0,3,2,2,2,0,18,65.4,61.2,6.0,74.7,63.0,10.4,4.6,3.0,0.01,3.8,1
USR-3398,3,2,4,2,3,1,3,2,3,2,21,76.5,49.7,7.4,77.4,42.0,6.8,6.6,4.0,0.25,5.6,1
USR-3399,3,4,4,2,0,4,3,1,2,2,29,89.9,48.0,5.4,77.0,45.0,11.4,7.8,3.0,-0.3,8.3,3
USR-3400,2,1,2,1,0,3,3,2,2,0,20,71.4,55.1,5.8,69.4,48.0,8.4,5.6,2.0,-0.1,5.3,2
USR-3401,0,4,4,2,2,3,2,2,2,2,23,83.0,47.5,5.6,74.0,39.0,9.9,6.3,2.0,0.19,5.0,2
USR-3402,2,4,3,4,0,0,4,2,2,4,21,82.2,51.8,6.8,77.7,33.0,12.8,6.9,3.0,0.13,5.3,1
USR-3403,2,1,2,2,3,3,3,3,2,4,19,70.3,55.5,6.1,77.8,43.0,10.8,5.0,5.0,0.03,5.2,1
USR-3404,3,2,2,3,2,3,2,2,2,2,21,77.2,42.2,6.2,80.5,54.0,9.0,6.0,4.0,0.2,6.3,2
USR-3405,3,4,1,3,0,3,2,1,4,2,27,91.5,41.2,5.8,64.3,40.0,11.8,6.0,2.0,0.29,7.6,3
USR-3406,2,4,0,1,0,2,4,3,3,2,21,81.6,54.3,6.1,71.2,38.0,6.8,4.6,2.0,-0.18,4.6,1
USR-3407,1,2,1,3,3,2,3,3,3,4,17,73.6,47.9,6.4,82.7,39.0,9.2,4.7,3.0,0.18,4.4,1
USR-3408,4,2,2,2,3,1,3,2,3,1,19,78.7,51.3,4.9,69.2,45.0,9.5,4.3,4.0,-0.05,5.4,1
USR-3409,2,2,2,2,2,2,2,3,3,2,20,74.1,74.1,6.8,81.1,31.0,9.8,5.9,4.0,-0.19,4.8,1
USR-3410,3,3,2,1,2,1,1,1,3,0,23,85.7,42.2,6.5,77.0,40.0,8.8,5.1,2.0,-0.28,6.3,2
USR-3411,1,1,4,2,3,2,3,2,0,2,16,79.6,56.9,6.5,83.7,34.0,8.9,3.6,3.0,0.44,3.3,1
USR-3412,2,3,2,0,3,1,3,4,4,0,18,76.4,50.8,7.2,76.2,36.0,9.7,6.0,3.0,-0.3,5.0,1
USR-3413,0,0,2,0,1,1,2,4,0,3,15,74.3,60.3,8.3,83.3,31.0,5.5,5.6,5.0,0.25,5.0,0
USR-3414,2,0,1,2,3,0,3,3,2,3,13,66.4,57.2,7.4,76.4,40.0,7.6,4.3,4.0,0.04,3.8,0
USR-3415,4,2,0,2,3,4,1,3,1,3,21,71.6,51.8,7.7,74.2,28.0,8.1,6.3,2.0,0.32,5.6,1
USR-3416,2,2,3,4,3,2,3,4,0,2,13,69.5,58.0,9.2,82.4,66.0,8.7,3.8,3.0,0.16,4.4,0
USR-3417,0,2,3,2,3,2,4,4,3,3,16,73.6,68.4,9.1,75.5,31.0,10.1,4.6,3.0,0.05,4.0,0
USR-3418,0,2,3,3,4,2,4,2,2,0,12,75.8,65.7,6.5,84.1,51.0,7.1,4.9,5.0,0.55,4.0,0
USR-3419,2,2,1,2,1,3,2,3,3,2,21,83.0,45.7,5.7,70.5,25.0,7.8,6.7,4.0,0.15,5.4,2
USR-3420,1,1,3,3,4,4,2,2,1,3,18,76.7,64.2,6.6,79.8,40.0,8.8,4.9,3.0,0.17,4.1,1
USR-3421,0,2,1,1,2,1,3,0,1,4,19,82.6,48.6,6.9,86.5,42.0,7.5,4.8,1.0,0.19,5.8,1
USR-3422,3,4,1,4,3,2,3,2,1,1,16,69.3,47.5,8.4,73.7,20.0,8.1,6.0,3.0,-0.1,5.5,1
USR-3423,2,2,0,2,0,4,2,3,3,2,22,84.6,52.5,7.1,75.4,18.0,8.9,6.4,3.0,0.09,6.6,1
USR-3424,2,2,1,3,2,2,4,3,3,2,16,70.0,75.3,6.1,71.9,31.0,9.1,5.1,4.0,0.08,5.1,0
USR-3425,4,3,2,2,3,0,2,4,2,4,20,83.7,40.4,6.3,72.8,22.0,9.4,6.7,4.0,0.07,5.7,1
USR-3426,1,4,1,1,3,1,2,0,2,0,19,76.6,45.6,6.8,81.3,40.0,9.0,7.3,2.0,0.13,5.3,1
USR-3427,4,1,4,3,0,0,0,2,4,2,26,72.8,53.5,5.0,70.3,34.0,11.9,6.6,3.0,-0.4,6.4,3
USR-3428,2,3,2,0,2,4,0,1,1,1,26,86.4,42.4,6.2,76.2,18.0,10.2,5.7,2.0,-0.06,6.0,2
USR-3429,4,3,1,2,0,1,0,1,2,0,24,85.0,54.9,5.4,75.8,34.0,9.1,6.5,3.0,-0.16,4.4,2
USR-3430,3,3,1,1,4,4,4,4,2,1,17,72.6,52.1,5.7,78.9,36.0,8.2,4.3,3.0,-0.16,3.4,1
USR-3431,3,0,3,3,4,4,2,2,0,4,19,74.8,57.4,6.1,72.6,37.0,7.9,6.6,4.0,0.0,5.0,1
USR-3432,4,3,0,4,0,3,2,3,1,1,19,75.8,70.2,7.2,81.2,31.0,7.6,4.7,4.0,0.03,4.0,0
USR-3433,2,0,4,2,4,0,4,0,0,4,16,64.4,50.4,7.4,81.5,48.0,6.7,4.8,3.0,0.24,4.7,1
USR-3434,4,3,4,3,4,0,3,2,4,1,20,65.7,63.2,6.8,69.4,57.0,10.4,4.7,4.0,-0.48,6.6,1
USR-3435,2,3,1,2,2,2,3,3,3,4,21,84.9,59.2,7.5,71.4,46.0,8.3,5.8,3.0,0.05,2.9,1
USR-3436,2,1,2,2,3,2,2,1,3,3,21,74.3,41.8,7.4,62.4,53.0,9.5,5.8,2.0,-0.13,4.7,1
USR-3437,2,4,0,4,2,3,3,2,2,1,17,84.2,63.2,7.2,72.4,24.0,8.2,5.9,4.0,0.25,6.4,1
USR-3438,2,0,3,4,3,2,1,0,3,3,21,85.2,54.3,6.7,74.7,28.0,9.1,5.7,3.0,-0.03,6.1,1
USR-3439,1,4,2,3,2,4,0,3,3,2,24,88.8,50.7,6.5,68.7,40.0,11.0,6.0,3.0,-0.19,6.0,2
USR-3440,2,2,1,2,2,2,1,4,4,2,20,74.2,57.7,6.6,72.8,56.0,9.2,4.9,3.0,-0.04,4.8,1
USR-3441,2,1,1,2,2,3,1,3,0,2,17,66.8,55.9,5.3,86.2,49.0,7.4,4.8,4.0,0.16,5.1,1
USR-3442,3,1,3,1,1,4,2,4,2,2,23,74.7,51.8,7.4,79.9,22.0,8.8,4.5,4.0,0.09,6.7,2
USR-3443,3,4,2,2,3,1,3,4,3,3,20,75.3,56.9,7.1,73.5,32.0,10.0,6.9,3.0,-0.18,4.2,1
USR-3444,2,0,1,2,2,1,1,4,4,3,18,63.9,63.5,6.0,82.5,44.0,9.3,5.2,4.0,-0.01,6.0,1
USR-3445,2,1,3,3,2,1,3,3,4,2,18,73.4,45.3,8.1,84.6,38.0,9.8,6.9,4.0,0.35,5.1,1
USR-3446,1,2,3,4,4,1,0,2,3,4,20,76.5,65.3,6.3,80.1,28.0,8.7,5.4,3.0,-0.07,6.0,1
USR-3447,1,3,4,2,2,2,1,2,1,4,24,74.5,40.8,6.3,75.5,30.0,7.9,4.1,3.0,-0.05,6.9,2
USR-3448,0,2,1,0,2,2,2,3,1,0,15,67.9,67.3,8.0,86.2,43.0,8.9,4.4,3.0,-0.1,4.4,0
USR-3449,2,1,3,4,4,2,4,1,4,0,15,72.0,61.9,7.4,84.6,30.0,8.6,4.9,5.0,-0.19,4.5,0
USR-3450,1,2,3,1,4,4,4,0,2,2,21,80.2,43.5,7.7,70.2,48.0,9.5,5.7,3.0,-0.24,5.9,1
USR-3451,4,1,1,3,1,1,4,4,1,3,15,68.7,65.5,6.9,79.8,38.0,6.6,5.6,5.0,0.01,3.9,1
USR-3452,2,1,3,0,2,2,3,0,4,1,24,82.5,42.4,7.8,71.2,32.0,8.8,6.2,3.0,0.09,6.6,2
USR-3453,2,2,2,2,4,0,3,4,1,1,11,70.3,74.8,6.9,89.5,60.0,6.5,4.0,3.0,0.5,3.1,0
USR-3454,3,3,4,4,2,2,3,3,3,3,22,79.5,46.8,7.6,72.6,34.0,9.8,4.8,1.0,-0.45,5.7,1
USR-3455,1,1,1,1,2,2,3,2,3,3,19,73.4,44.3,5.0,74.0,50.0,9.4,5.0,3.0,-0.08,6.3,2
USR-3456,2,2,3,2,1,4,1,3,0,1,21,71.7,66.0,5.8,81.4,24.0,9.1,6.2,4.0,0.11,5.4,1
USR-3457,3,2,2,2,1,2,2,3,2,4,23,88.6,52.7,6.7,76.0,39.0,10.6,6.7,4.0,-0.11,6.2,2
USR-3458,2,4,4,4,3,0,2,1,1,3,20,80.7,61.9,6.4,87.6,48.0,10.8,4.8,3.0,0.3,5.1,1
USR-3459,2,4,2,4,3,2,2,3,3,2,19,81.7,49.4,6.8,73.4,29.0,9.3,6.4,3.0,0.16,4.7,1
USR-3460,4,3,4,1,4,1,2,3,2,3,23,79.7,36.1,6.5,72.2,32.0,10.3,6.4,3.0,-0.14,7.4,3
USR-3461,4,1,4,0,3,1,1,1,0,1,22,78.4,65.9,5.6,81.1,33.0,8.7,4.9,3.0,-0.1,4.5,1
USR-3462,3,0,1,3,1,3,2,0,4,2,23,82.6,51.2,5.6,68.4,37.0,8.6,6.1,4.0,-0.1,5.9,2
USR-3463,3,2,3,2,0,0,0,1,2,1,24,71.8,53.9,6.6,80.6,39.0,10.8,6.4,3.0,-0.29,5.1,2
USR-3464,3,1,4,3,4,2,4,1,1,0,15,67.6,66.5,6.7,74.7,32.0,7.2,3.8,4.0,0.34,5.2,0
USR-3465,1,2,1,0,2,3,1,0,1,2,23,76.1,48.6,7.6,77.8,33.0,10.3,4.5,4.0,0.06,5.8,1
USR-3466,2,3,2,1,2,2,1,3,1,1,20,75.2,56.8,6.6,67.8,57.0,11.1,6.0,4.0,0.09,4.9,1
USR-3467,0,4,2,3,4,0,4,2,4,3,16,69.6,72.8,7.7,80.2,55.0,9.2,4.5,2.0,0.17,2.9,0
USR-3468,2,4,2,1,3,4,2,4,2,3,23,81.8,51.0,6.8,67.9,44.0,9.4,7.4,2.0,-0.29,7.1,2
USR-3469,2,2,0,4,1,2,1,1,2,1,18,76.2,65.0,6.4,88.1,37.0,7.1,7.0,3.0,0.16,3.8,1
USR-3470,1,3,1,0,4,3,2,2,4,0,20,84.5,39.1,5.2,71.6,63.0,9.2,6.0,2.0,0.03,5.6,2
USR-3471,4,2,2,1,4,2,1,3,3,3,23,92.5,60.2,7.4,70.6,46.0,10.7,6.8,3.0,0.31,6.6,2
USR-3472,4,0,2,4,0,2,1,4,2,0,17,68.6,46.6,6.2,81.9,41.0,8.3,4.1,2.0,-0.17,6.4,1
USR-3473,3,3,1,2,4,2,0,2,4,2,23,80.9,59.3,6.2,71.7,37.0,10.7,4.5,2.0,-0.23,5.4,2
USR-3474,2,0,4,3,2,2,2,2,3,2,20,78.2,58.1,6.6,80.5,32.0,9.4,5.4,3.0,-0.32,4.6,1
USR-3475,4,2,3,1,2,0,3,4,1,3,19,76.6,55.5,6.8,74.2,43.0,9.2,4.1,2.0,-0.01,4.7,1
USR-3476,1,2,0,3,4,2,3,2,3,3,15,67.7,60.5,8.0,76.8,50.0,7.9,5.2,3.0,-0.2,3.7,0
USR-3477,3,3,3,3,4,4,3,0,4,3,26,78.2,45.5,6.2,72.4,39.0,8.2,5.5,3.0,0.06,5.0,2
USR-3478,1,3,3,2,1,3,1,2,2,1,23,81.3,44.7,6.4,68.7,32.0,8.9,6.1,2.0,0.13,7.2,2
USR-3479,3,2,4,3,1,1,2,3,3,3,23,75.4,49.6,7.3,76.7,16.0,8.9,5.7,4.0,-0.12,5.6,2
USR-3480,1,3,0,3,0,3,4,0,4,1,21,79.2,71.4,7.1,80.6,39.0,9.8,6.3,3.0,-0.23,5.3,1
USR-3481,4,2,1,2,3,4,0,3,3,1,23,78.9,61.7,5.9,77.5,43.0,9.4,6.2,3.0,-0.39,6.4,2
USR-3482,4,2,4,2,0,3,4,3,1,2,23,80.8,44.3,5.6,78.0,22.0,10.7,5.5,2.0,-0.23,7.0,2
USR-3483,1,3,4,3,2,1,2,4,1,3,18,71.0,59.6,6.3,68.9,39.0,9.0,3.9,4.0,0.19,3.9,1
USR-3484,2,3,3,1,0,4,3,2,3,0,25,82.7,49.5,6.3,70.9,48.0,9.1,6.3,3.0,-0.31,6.6,2
USR-3485,4,4,3,2,2,2,2,1,1,0,23,75.7,50.1,5.5,73.6,20.0,8.5,4.1,3.0,0.29,4.9,2
USR-3486,2,1,0,2,0,2,2,2,4,3,22,80.1,44.5,6.6,82.8,32.0,8.6,7.0,3.0,0.24,5.9,2
USR-3487,4,3,2,2,3,2,3,2,2,4,23,86.8,54.8,6.4,71.8,52.0,9.6,6.4,3.0,-0.09,6.1,2
USR-3488,3,3,1,3,1,4,3,3,2,3,22,80.6,59.3,4.5,64.0,37.0,8.9,6.6,4.0,-0.15,5.3,2
USR-3489,2,4,1,2,2,4,1,3,3,2,24,82.6,43.3,5.3,69.0,27.0,8.3,5.0,3.0,-0.23,6.3,3
USR-3490,2,1,3,4,4,4,4,3,2,4,17,79.0,74.4,4.7,75.9,41.0,9.8,5.5,3.0,0.41,4.8,1
USR-3491,1,3,1,2,3,0,0,3,2,3,18,68.7,69.7,6.6,67.7,50.0,8.9,4.6,3.0,-0.07,4.8,1
USR-3492,3,3,2,2,1,4,0,4,0,3,24,89.6,54.4,7.3,78.8,31.0,9.9,6.1,2.0,0.07,5.9,1
USR-3493,2,1,4,3,0,0,3,2,3,2,20,72.2,45.1,5.2,69.2,45.0,8.0,4.5,3.0,0.0,4.2,2
USR-3494,2,2,1,2,3,1,3,4,4,1,15,77.5,64.5,6.1,83.0,46.0,7.0,4.8,4.0,0.29,3.3,0
USR-3495,2,2,4,2,2,2,4,1,3,2,22,83.0,54.8,6.4,70.0,39.0,9.1,4.4,4.0,-0.22,5.2,1
USR-3496,3,3,4,0,3,2,2,3,2,2,24,76.5,54.1,5.5,81.5,41.0,7.2,5.8,4.0,-0.19,5.3,2
USR-3497,4,4,2,2,2,3,0,2,1,2,26,87.8,60.2,5.4,71.1,27.0,10.8,4.6,2.0,-0.18,6.1,2
USR-3498,4,3,1,1,2,2,3,3,3,2,22,81.7,51.1,7.0,73.1,24.0,8.5,7.5,3.0,-0.19,5.6,1
USR-3499,2,3,2,4,2,4,2,2,4,1,22,88.7,68.9,6.2,78.1,41.0,9.0,5.9,3.0,0.19,5.7,2
USR-3500,3,2,2,2,3,1,2,3,2,3,19,77.6,59.5,5.6,72.7,37.0,9.4,5.4,4.0,-0.12,5.5,1
USR-3501,3,0,2,4,4,1,2,4,3,1,12,70.0,62.7,5.8,85.9,41.0,7.5,5.2,3.0,0.12,3.7,0
USR-3502,3,1,2,3,0,4,0,3,2,2,24,78.4,69.2,8.2,71.6,39.0,8.2,4.7,4.0,0.15,6.2,1
USR-3503,4,2,4,2,2,0,2,3,2,3,22,70.5,59.1,7.5,72.5,51.0,11.1,5.0,2.0,0.17,6.1,1
USR-3504,1,2,1,2,0,3,2,0,3,2,24,79.4,46.4,6.0,73.6,31.0,7.8,6.5,3.0,0.2,5.4,2
USR-3505,1,1,3,4,2,3,3,1,0,2,16,72.6,60.7,7.2,74.6,42.0,5.7,5.2,3.0,-0.26,3.7,0
USR-3506,4,2,0,4,4,2,3,4,2,2,13,72.7,68.8,7.0,81.3,31.0,9.0,3.9,2.0,0.25,3.5,0
USR-3507,2,2,3,1,2,3,1,3,1,4,24,73.9,48.8,6.8,75.7,30.0,7.8,6.6,2.0,-0.1,5.5,2
USR-3508,4,1,4,2,4,1,1,3,2,4,22,78.1,53.6,5.9,64.0,38.0,10.8,6.1,3.0,-0.17,4.3,1
USR-3509,4,2,2,2,3,4,1,2,3,3,26,85.6,41.0,5.8,78.0,31.0,10.4,6.8,4.0,-0.12,7.0,3
USR-3510,0,1,1,0,4,1,1,0,0,3,17,78.3,45.3,7.4,83.3,37.0,8.9,5.5,3.0,0.03,3.8,1
USR-3511,4,4,3,3,3,2,3,2,3,0,21,69.1,54.6,7.8,67.0,45.0,8.5,4.9,3.0,0.0,6.9,1
USR-3512,2,4,3,4,1,0,4,2,2,4,20,81.0,56.1,7.3,66.9,38.0,8.0,5.4,2.0,0.68,5.4,1
USR-3513,2,3,3,2,1,2,3,1,3,4,26,81.5,51.7,7.2,76.7,62.0,9.4,4.4,4.0,-0.12,5.3,2
USR-3514,3,1,2,3,2,3,3,1,1,3,20,76.6,50.4,6.5,80.8,40.0,7.9,5.0,3.0,0.07,5.8,1
USR-3515,4,3,1,3,1,4,2,2,3,3,26,70.9,36.8,5.7,75.6,0.0,11.3,6.0,2.0,-0.02,6.6,3
USR-3516,0,3,4,2,2,3,2,3,3,2,22,86.7,44.8,5.0,68.4,22.0,8.4,6.4,3.0,-0.02,5.9,3
USR-3517,2,3,4,1,2,2,4,1,4,2,25,82.8,57.2,6.4,82.4,38.0,10.4,6.6,1.0,-0.37,5.9,2
USR-3518,3,1,2,3,4,4,4,3,4,4,20,69.8,49.7,7.1,73.2,30.0,10.2,4.7,2.0,-0.33,4.5,1
USR-3519,3,3,4,4,2,2,2,4,2,3,21,80.3,50.2,6.4,77.4,29.0,8.1,4.9,2.0,-0.04,4.3,1
USR-3520,3,3,2,3,3,3,2,2,0,3,20,79.2,52.5,6.1,78.3,23.0,9.5,6.8,4.0,-0.05,4.2,1
USR-3521,1,3,2,0,4,3,3,4,3,3,20,83.6,50.0,7.7,85.0,32.0,7.9,5.2,1.0,-0.39,4.2,1
USR-3522,2,3,1,1,4,2,1,4,3,4,21,76.8,48.2,7.2,76.9,39.0,8.9,5.7,4.0,0.3,5.2,1
USR-3523,2,2,2,0,1,3,3,0,0,3,24,81.1,43.0,7.5,76.1,38.0,9.0,6.8,3.0,-0.1,6.1,2
USR-3524,3,2,2,3,2,1,3,0,1,1,18,72.5,68.7,6.2,78.1,28.0,7.9,5.2,2.0,0.35,3.6,0
USR-3525,1,0,0,3,2,2,1,2,3,2,16,77.0,65.4,6.5,74.0,52.0,8.6,4.8,3.0,-0.33,5.1,1
USR-3526,1,3,2,1,2,3,4,3,4,4,23,76.2,61.2,7.5,63.2,20.0,8.0,5.6,4.0,0.2,6.0,2
USR-3527,4,0,3,3,2,4,4,2,4,2,22,74.8,64.1,6.5,75.7,41.0,10.4,5.2,2.0,-0.16,7.6,1
USR-3528,0,2,3,2,3,4,4,2,1,4,19,76.3,37.5,6.4,70.7,43.0,7.6,5.5,3.0,0.28,4.7,1
USR-3529,4,2,3,3,2,2,2,3,2,3,22,73.1,55.2,6.2,77.3,24.0,7.8,3.9,5.0,-0.02,7.5,2
USR-3530,3,2,4,4,2,3,1,0,0,3,24,89.0,45.3,6.4,74.7,20.0,9.3,5.6,3.0,-0.03,6.7,3
USR-3531,3,1,0,0,4,2,3,4,2,2,15,82.8,70.2,8.0,81.4,48.0,7.8,5.4,3.0,0.24,2.6,0
USR-3532,2,3,2,4,0,2,2,1,3,2,23,77.9,45.3,6.4,69.5,27.0,9.9,6.3,3.0,-0.18,4.9,1
USR-3533,0,3,3,1,2,4,1,4,3,3,24,74.1,41.6,7.0,79.2,31.0,9.7,7.4,3.0,-0.25,6.4,2
USR-3534,3,1,2,2,3,4,2,1,2,2,22,80.9,41.0,6.9,77.9,43.0,7.3,6.6,4.0,-0.13,4.3,2
USR-3535,3,1,2,4,1,4,3,1,0,3,20,75.1,52.6,6.0,71.1,43.0,10.2,5.9,2.0,-0.29,4.5,1
USR-3536,3,1,1,4,3,1,0,1,2,3,19,82.5,63.6,6.1,88.1,28.0,8.5,5.4,2.0,-0.07,3.8,1
USR-3537,1,4,4,2,1,4,2,4,4,2,26,78.8,49.5,5.9,71.4,30.0,10.2,5.8,2.0,-0.32,8.2,3
USR-3538,3,2,2,3,4,4,0,0,1,3,24,83.7,40.4,5.3,67.3,22.0,12.2,6.5,3.0,-0.42,7.0,3
USR-3539,3,2,4,3,2,2,3,3,2,2,20,78.1,72.2,6.3,73.2,48.0,10.5,5.8,3.0,0.09,5.0,1
USR-3540,3,1,3,3,2,2,3,4,3,2,18,72.4,62.7,8.1,71.0,58.0,9.0,4.9,2.0,0.06,6.0,1
USR-3541,3,3,3,1,3,3,0,3,3,2,26,84.0,53.7,6.2,79.3,21.0,8.3,5.4,3.0,-0.13,7.5,3
